Test_Cell_ID,Lifecycle_Stage,Cycle_Number,State_of_Health_SOH,Series_Resist_R0_Ohm,Charge_Transfer_R1_Ohm,Double_Layer_Cap_C1_Farad,Time_Constant_Tau_Sec,System_Pole_sP_rad_s,System_Zero_sZ_rad_s,Steady_State_DC_Gain_Ohm,Pole_Distance_to_Instability_rad_s
2018-04-12_cell_03,Mid Life,790,0.8793,0.01758,0.02765,335.86,9.2851,-0.1077,-0.27707,0.04522,0.1077
2018-04-12_cell_03,Mid Life,795,0.8783,0.01759,0.02769,335.57,9.2918,-0.10762,-0.27706,0.04528,0.10762
2018-04-12_cell_03,Mid Life,800,0.8773,0.01761,0.02776,335.03,9.3,-0.10753,-0.27705,0.04537,0.10753
2018-04-12_cell_03,Mid Life,805,0.8763,0.01763,0.02783,334.49,9.308,-0.10743,-0.27705,0.04545,0.10743
2018-04-12_cell_03,Mid Life,810,0.8753,0.01764,0.02789,334.05,9.3155,-0.10735,-0.27704,0.04553,0.10735
2018-04-12_cell_03,Mid Life,815,0.8743,0.01765,0.02794,333.63,9.3228,-0.10726,-0.27704,0.0456,0.10726
2018-04-12_cell_03,Mid Life,820,0.8733,0.01767,0.02802,333.06,9.3309,-0.10717,-0.27704,0.04569,0.10717
2018-04-12_cell_03,Mid Life,825,0.8723,0.0177,0.02809,332.45,9.3391,-0.10708,-0.27705,0.04579,0.10708
2018-04-12_cell_03,Mid Life,830,0.8713,0.0177,0.02813,332.22,9.3453,-0.10701,-0.27704,0.04583,0.10701
2018-04-12_cell_03,Mid Life,835,0.8703,0.01773,0.02821,331.57,9.3536,-0.10691,-0.27705,0.04594,0.10691
2018-04-12_cell_03,Mid Life,840,0.8693,0.01774,0.02826,331.18,9.3606,-0.10683,-0.27705,0.046,0.10683
2018-04-12_cell_03,Mid Life,845,0.8683,0.01777,0.02835,330.43,9.3692,-0.10673,-0.27708,0.04612,0.10673
2018-04-12_cell_03,Mid Life,850,0.8672,0.01777,0.02838,330.29,9.3749,-0.10667,-0.27706,0.04615,0.10667
2018-04-12_cell_03,Mid Life,855,0.8662,0.01779,0.02846,329.66,9.3828,-0.10658,-0.27708,0.04625,0.10658
2018-04-12_cell_03,Mid Life,860,0.8652,0.01781,0.02854,329.03,9.3906,-0.10649,-0.2771,0.04635,0.10649
2018-04-12_cell_03,Mid Life,865,0.8642,0.01784,0.02862,328.36,9.3985,-0.1064,-0.27713,0.04646,0.1064
2018-04-12_cell_03,Mid Life,870,0.8632,0.01785,0.02867,328.08,9.4047,-0.10633,-0.27712,0.04651,0.10633
2018-04-12_cell_03,Mid Life,875,0.8621,0.01786,0.02873,327.64,9.4116,-0.10625,-0.27713,0.04659,0.10625
2018-04-12_cell_03,Mid Life,880,0.8611,0.01789,0.02883,326.8,9.4199,-0.10616,-0.27718,0.04672,0.10616
2018-04-12_cell_03,Mid Life,885,0.8601,0.01789,0.02885,326.75,9.4251,-0.1061,-0.27716,0.04674,0.1061
2018-04-12_cell_03,Mid Life,890,0.8591,0.0179,0.0289,326.35,9.4317,-0.10603,-0.27717,0.04681,0.10603
2018-04-12_cell_03,Mid Life,895,0.858,0.01794,0.029,325.47,9.44,-0.10593,-0.27723,0.04694,0.10593
2018-04-12_cell_03,Mid Life,900,0.857,0.01795,0.02906,325.09,9.4463,-0.10586,-0.27724,0.04701,0.10586
2018-04-12_cell_03,Mid Life,905,0.856,0.01796,0.02912,324.65,9.4528,-0.10579,-0.27725,0.04708,0.10579
2018-04-12_cell_03,Mid Life,910,0.8549,0.01799,0.02921,323.89,9.4604,-0.1057,-0.27731,0.0472,0.1057
2018-04-12_cell_03,Mid Life,915,0.8539,0.01801,0.02927,323.45,9.4668,-0.10563,-0.27733,0.04727,0.10563
2018-04-12_cell_03,Mid Life,920,0.8529,0.01802,0.02932,323.05,9.473,-0.10556,-0.27735,0.04734,0.10556
2018-04-12_cell_03,Mid Life,925,0.8518,0.01803,0.02938,322.64,9.4793,-0.10549,-0.27737,0.04741,0.10549
2018-04-12_cell_03,Mid Life,930,0.8508,0.01806,0.02948,321.81,9.4867,-0.10541,-0.27744,0.04754,0.10541
2018-04-12_cell_03,End of Life,935,0.8497,0.01808,0.02954,321.33,9.493,-0.10534,-0.27747,0.04762,0.10534
2018-04-12_cell_03,End of Life,940,0.8487,0.01809,0.0296,320.92,9.4991,-0.10527,-0.27749,0.04769,0.10527
2018-04-12_cell_03,End of Life,945,0.8476,0.01812,0.0297,320.11,9.5061,-0.1052,-0.27757,0.04782,0.1052
2018-04-12_cell_03,End of Life,950,0.8466,0.01812,0.02972,320.03,9.5113,-0.10514,-0.27755,0.04784,0.10514
2018-04-12_cell_03,End of Life,955,0.8455,0.01814,0.02978,319.58,9.5173,-0.10507,-0.27758,0.04792,0.10507
2018-04-12_cell_03,End of Life,960,0.8445,0.01816,0.02986,318.93,9.5237,-0.105,-0.27764,0.04802,0.105
2018-04-12_cell_03,End of Life,965,0.8434,0.01818,0.02994,318.31,9.53,-0.10493,-0.2777,0.04812,0.10493
2018-04-12_cell_03,End of Life,970,0.8424,0.0182,0.03001,317.75,9.5361,-0.10487,-0.27776,0.04821,0.10487
2018-04-12_cell_03,End of Life,975,0.8413,0.01822,0.03007,317.3,9.5419,-0.1048,-0.27779,0.04829,0.1048
2018-04-12_cell_03,End of Life,980,0.8403,0.01824,0.03015,316.68,9.5479,-0.10474,-0.27786,0.04839,0.10474
2018-04-12_cell_03,End of Life,985,0.8392,0.01825,0.03019,316.41,9.5533,-0.10468,-0.27787,0.04844,0.10468
2018-04-12_cell_03,End of Life,990,0.8381,0.01828,0.0303,315.46,9.5597,-0.10461,-0.27799,0.04859,0.10461
2018-04-12_cell_03,End of Life,995,0.8371,0.01829,0.03035,315.18,9.565,-0.10455,-0.27801,0.04864,0.10455
2018-04-12_cell_03,End of Life,1000,0.836,0.01832,0.03044,314.45,9.5709,-0.10448,-0.2781,0.04875,0.10448
2018-04-12_cell_03,End of Life,1005,0.8349,0.01833,0.03049,314.05,9.5763,-0.10442,-0.27813,0.04882,0.10442
2018-04-12_cell_03,End of Life,1010,0.8339,0.01835,0.03056,313.5,9.5818,-0.10436,-0.2782,0.04891,0.10436
2018-04-12_cell_03,End of Life,1015,0.8328,0.01837,0.03063,312.96,9.5872,-0.10431,-0.27826,0.049,0.10431
2018-04-12_cell_03,End of Life,1020,0.8317,0.01839,0.0307,312.45,9.5926,-0.10425,-0.27832,0.04909,0.10425
2018-04-12_cell_03,End of Life,1025,0.8307,0.01841,0.03077,311.88,9.5979,-0.10419,-0.27839,0.04918,0.10419
2018-04-12_cell_03,End of Life,1030,0.8296,0.01843,0.03086,311.23,9.6031,-0.10413,-0.27848,0.04928,0.10413
2018-04-12_cell_03,End of Life,1035,0.8285,0.01844,0.03091,310.89,9.6082,-0.10408,-0.27852,0.04934,0.10408
2018-04-12_cell_03,End of Life,1040,0.8274,0.01846,0.03098,310.27,9.6133,-0.10402,-0.2786,0.04944,0.10402
2018-04-12_cell_03,End of Life,1045,0.8264,0.01847,0.03104,309.87,9.6183,-0.10397,-0.27865,0.04951,0.10397
2018-04-12_cell_03,End of Life,1050,0.8253,0.0185,0.03114,309.07,9.6233,-0.10391,-0.27877,0.04964,0.10391
2018-04-12_cell_03,End of Life,1055,0.8242,0.01851,0.03117,308.91,9.6282,-0.10386,-0.27878,0.04968,0.10386
2018-04-12_cell_03,End of Life,1060,0.8231,0.01854,0.03128,307.94,9.6329,-0.10381,-0.27894,0.04982,0.10381
2018-04-12_cell_03,End of Life,1065,0.822,0.01855,0.03132,307.72,9.6378,-0.10376,-0.27896,0.04987,0.10376
2018-04-12_cell_03,End of Life,1070,0.8209,0.01856,0.03137,307.43,9.6426,-0.10371,-0.27899,0.04992,0.10371
2018-04-12_cell_03,End of Life,1075,0.8198,0.01859,0.03146,306.62,9.6471,-0.10366,-0.27913,0.05005,0.10366
2018-04-12_cell_03,End of Life,1080,0.8188,0.0186,0.03152,306.22,9.6517,-0.10361,-0.27918,0.05012,0.10361
2018-04-12_cell_03,End of Life,1085,0.8177,0.01863,0.03162,305.41,9.656,-0.10356,-0.27933,0.05025,0.10356
2018-04-12_cell_03,End of Life,1090,0.8166,0.01864,0.03166,305.14,9.6607,-0.10351,-0.27935,0.0503,0.10351
2018-04-12_cell_03,End of Life,1095,0.8155,0.01866,0.03173,304.56,9.665,-0.10347,-0.27945,0.05039,0.10347
2018-04-12_cell_03,End of Life,1100,0.8144,0.01867,0.03178,304.28,9.6696,-0.10342,-0.27948,0.05044,0.10342
2018-04-12_cell_03,End of Life,1105,0.8133,0.01869,0.03188,303.48,9.6735,-0.10338,-0.27964,0.05057,0.10338
2018-04-12_cell_03,End of Life,1110,0.8122,0.0187,0.03191,303.3,9.6782,-0.10333,-0.27965,0.05061,0.10333
2018-04-12_cell_03,End of Life,1115,0.8111,0.01872,0.032,302.6,9.682,-0.10328,-0.27978,0.05072,0.10328
2018-04-12_cell_03,End of Life,1120,0.81,0.01876,0.03211,301.62,9.6853,-0.10325,-0.27998,0.05087,0.10325
2018-04-12_cell_03,End of Life,1125,0.8089,0.01878,0.03218,301.06,9.6891,-0.10321,-0.28008,0.05096,0.10321
2018-04-12_cell_03,End of Life,1130,0.8078,0.0188,0.03225,300.58,9.6931,-0.10317,-0.28017,0.05104,0.10317
2018-04-12_cell_03,End of Life,1135,0.8067,0.0188,0.03229,300.3,9.6974,-0.10312,-0.28021,0.0511,0.10312
2018-04-12_cell_03,End of Life,1140,0.8056,0.01883,0.03238,299.58,9.7008,-0.10308,-0.28036,0.05121,0.10308
2018-04-12_cell_03,End of Life,1145,0.8045,0.01885,0.03245,299.02,9.7044,-0.10305,-0.28047,0.0513,0.10305
2018-04-12_cell_03,End of Life,1150,0.8033,0.01886,0.0325,298.7,9.7085,-0.103,-0.28052,0.05136,0.103
2018-04-12_cell_03,End of Life,1155,0.8022,0.0189,0.03263,297.63,9.7106,-0.10298,-0.28077,0.05152,0.10298
2018-04-12_cell_03,End of Life,1160,0.8011,0.01891,0.03269,297.2,9.7143,-0.10294,-0.28085,0.0516,0.10294
2018-04-12_cell_03,End of Life,1165,0.8,0.01892,0.03274,296.86,9.7182,-0.1029,-0.28091,0.05166,0.1029
2018-04-12_cell_08,Early Life,5,0.9997,0.01602,0.01918,379.25,7.2752,-0.13745,-0.30207,0.0352,0.13745
2018-04-12_cell_08,Early Life,10,0.9993,0.01602,0.01921,379.07,7.2808,-0.13735,-0.30197,0.03523,0.13735
2018-04-12_cell_08,Early Life,15,0.9989,0.01603,0.01924,378.85,7.2873,-0.13722,-0.30186,0.03527,0.13722
2018-04-12_cell_08,Early Life,20,0.9984,0.01604,0.01927,378.61,7.2946,-0.13709,-0.30173,0.03531,0.13709
2018-04-12_cell_08,Early Life,25,0.9979,0.01605,0.0193,378.36,7.3024,-0.13694,-0.3016,0.03535,0.13694
2018-04-12_cell_08,Early Life,30,0.9973,0.01606,0.01934,378.09,7.3105,-0.13679,-0.30146,0.0354,0.13679
2018-04-12_cell_08,Early Life,35,0.9967,0.01607,0.01937,377.8,7.3193,-0.13663,-0.30132,0.03545,0.13663
2018-04-12_cell_08,Early Life,40,0.9961,0.01608,0.01941,377.5,7.3283,-0.13646,-0.30116,0.0355,0.13646
2018-04-12_cell_08,Early Life,45,0.9954,0.01609,0.01945,377.19,7.3376,-0.13628,-0.30101,0.03555,0.13628
2018-04-12_cell_08,Early Life,50,0.9947,0.01611,0.01949,376.87,7.3472,-0.13611,-0.30085,0.0356,0.13611
2018-04-12_cell_08,Early Life,55,0.994,0.01612,0.01954,376.55,7.357,-0.13593,-0.30069,0.03566,0.13593
2018-04-12_cell_08,Early Life,60,0.9933,0.01613,0.01958,376.2,7.3672,-0.13574,-0.30052,0.03571,0.13574
2018-04-12_cell_08,Early Life,65,0.9926,0.01614,0.01963,375.86,7.3775,-0.13555,-0.30035,0.03577,0.13555
2018-04-12_cell_08,Early Life,70,0.9918,0.01616,0.01968,375.5,7.3882,-0.13535,-0.30018,0.03583,0.13535
2018-04-12_cell_08,Early Life,75,0.9911,0.01617,0.01972,375.14,7.3989,-0.13516,-0.3,0.03589,0.13516
2018-04-12_cell_08,Early Life,80,0.9903,0.01618,0.01977,374.76,7.4099,-0.13495,-0.29982,0.03596,0.13495
2018-04-12_cell_08,Early Life,85,0.9895,0.0162,0.01982,374.4,7.4207,-0.13476,-0.29965,0.03602,0.13476
2018-04-12_cell_08,Early Life,90,0.9887,0.01621,0.01987,373.99,7.4323,-0.13455,-0.29946,0.03609,0.13455
2018-04-12_cell_08,Early Life,95,0.9879,0.01623,0.01992,373.62,7.4435,-0.13434,-0.29929,0.03615,0.13434
2018-04-12_cell_08,Early Life,100,0.987,0.01624,0.01998,373.2,7.4555,-0.13413,-0.2991,0.03622,0.13413
2018-04-12_cell_08,Early Life,105,0.9862,0.01626,0.02003,372.83,7.4666,-0.13393,-0.29892,0.03628,0.13393
2018-04-12_cell_08,Early Life,110,0.9853,0.01627,0.02008,372.39,7.479,-0.13371,-0.29873,0.03636,0.13371
2018-04-12_cell_08,Early Life,115,0.9844,0.01629,0.02014,371.99,7.4905,-0.1335,-0.29855,0.03642,0.1335
2018-04-12_cell_08,Early Life,120,0.9836,0.0163,0.02019,371.59,7.5023,-0.13329,-0.29837,0.03649,0.13329
2018-04-12_cell_08,Early Life,125,0.9827,0.01632,0.02025,371.16,7.5145,-0.13308,-0.29818,0.03656,0.13308
2018-04-12_cell_08,Early Life,130,0.9818,0.01633,0.0203,370.73,7.5268,-0.13286,-0.29799,0.03664,0.13286
2018-04-12_cell_08,Early Life,135,0.9808,0.01635,0.02036,370.28,7.5393,-0.13264,-0.2978,0.03671,0.13264
2018-04-12_cell_08,Early Life,140,0.9799,0.01637,0.02042,369.84,7.5518,-0.13242,-0.29762,0.03679,0.13242
2018-04-12_cell_08,Early Life,145,0.979,0.01638,0.02048,369.41,7.5639,-0.13221,-0.29743,0.03686,0.13221
2018-04-12_cell_08,Early Life,150,0.978,0.0164,0.02054,368.95,7.5767,-0.13198,-0.29725,0.03694,0.13198
2018-04-12_cell_08,Early Life,155,0.9771,0.01642,0.0206,368.45,7.5901,-0.13175,-0.29705,0.03702,0.13175
2018-04-12_cell_08,Early Life,160,0.9761,0.01644,0.02066,368.0,7.6027,-0.13153,-0.29686,0.0371,0.13153
2018-04-12_cell_08,Mid Life,165,0.9751,0.01645,0.02072,367.57,7.615,-0.13132,-0.29668,0.03717,0.13132
2018-04-12_cell_08,Mid Life,170,0.9741,0.01647,0.02078,367.11,7.6277,-0.1311,-0.2965,0.03725,0.1311
2018-04-12_cell_08,Mid Life,175,0.9731,0.01649,0.02084,366.64,7.6406,-0.13088,-0.29632,0.03733,0.13088
2018-04-12_cell_08,Mid Life,180,0.9721,0.0165,0.0209,366.15,7.6538,-0.13065,-0.29613,0.03741,0.13065
2018-04-12_cell_08,Mid Life,185,0.9711,0.01652,0.02096,365.71,7.6661,-0.13044,-0.29596,0.03748,0.13044
2018-04-12_cell_08,Mid Life,190,0.9701,0.01654,0.02103,365.21,7.6795,-0.13022,-0.29577,0.03757,0.13022
2018-04-12_cell_08,Mid Life,195,0.9691,0.01656,0.02109,364.76,7.6919,-0.13001,-0.2956,0.03764,0.13001
2018-04-12_cell_08,Mid Life,200,0.9681,0.01658,0.02116,364.21,7.706,-0.12977,-0.2954,0.03773,0.12977
2018-04-12_cell_08,Mid Life,205,0.967,0.0166,0.02122,363.71,7.7192,-0.12955,-0.29522,0.03782,0.12955
2018-04-12_cell_08,Mid Life,210,0.966,0.01661,0.02129,363.25,7.7319,-0.12933,-0.29505,0.0379,0.12933
2018-04-12_cell_08,Mid Life,215,0.9649,0.01663,0.02136,362.68,7.7461,-0.1291,-0.29486,0.03799,0.1291
2018-04-12_cell_08,Mid Life,220,0.9638,0.01665,0.02141,362.27,7.7579,-0.1289,-0.2947,0.03806,0.1289
2018-04-12_cell_08,Mid Life,225,0.9628,0.01667,0.02148,361.77,7.7711,-0.12868,-0.29453,0.03815,0.12868
2018-04-12_cell_08,Mid Life,230,0.9617,0.01669,0.02155,361.2,7.7853,-0.12845,-0.29434,0.03824,0.12845
2018-04-12_cell_08,Mid Life,235,0.9606,0.01671,0.02162,360.65,7.799,-0.12822,-0.29416,0.03833,0.12822
2018-04-12_cell_08,Mid Life,240,0.9595,0.01673,0.0217,360.11,7.8127,-0.128,-0.29399,0.03842,0.128
2018-04-12_cell_08,Mid Life,245,0.9584,0.01675,0.02176,359.67,7.8248,-0.1278,-0.29384,0.0385,0.1278
2018-04-12_cell_08,Mid Life,250,0.9573,0.01677,0.02183,359.08,7.8391,-0.12757,-0.29366,0.0386,0.12757
2018-04-12_cell_08,Mid Life,255,0.9562,0.01679,0.0219,358.6,7.8517,-0.12736,-0.2935,0.03868,0.12736
2018-04-12_cell_08,Mid Life,260,0.9551,0.0168,0.02196,358.07,7.865,-0.12715,-0.29333,0.03877,0.12715
2018-04-12_cell_08,Mid Life,265,0.9539,0.01683,0.02204,357.49,7.879,-0.12692,-0.29316,0.03887,0.12692
2018-04-12_cell_08,Mid Life,270,0.9528,0.01685,0.02211,356.97,7.8922,-0.12671,-0.293,0.03896,0.12671
2018-04-12_cell_08,Mid Life,275,0.9517,0.01686,0.02217,356.53,7.9042,-0.12652,-0.29286,0.03903,0.12652
2018-04-12_cell_08,Mid Life,280,0.9505,0.01689,0.02226,355.84,7.9195,-0.12627,-0.29268,0.03914,0.12627
2018-04-12_cell_08,Mid Life,285,0.9494,0.01691,0.02233,355.3,7.9328,-0.12606,-0.29252,0.03923,0.12606
2018-04-12_cell_08,Mid Life,290,0.9482,0.01692,0.02239,354.85,7.9448,-0.12587,-0.29238,0.03931,0.12587
2018-04-12_cell_08,Mid Life,295,0.9471,0.01695,0.02247,354.25,7.9588,-0.12565,-0.29222,0.03941,0.12565
2018-04-12_cell_08,Mid Life,300,0.9459,0.01697,0.02254,353.69,7.9722,-0.12544,-0.29207,0.03951,0.12544
2018-04-12_cell_08,Mid Life,305,0.9447,0.01699,0.02261,353.14,7.9853,-0.12523,-0.29192,0.0396,0.12523
2018-04-12_cell_08,Mid Life,310,0.9435,0.01701,0.02268,352.62,7.998,-0.12503,-0.29178,0.03969,0.12503
2018-04-12_cell_08,Mid Life,315,0.9423,0.01703,0.02275,352.07,8.0112,-0.12483,-0.29164,0.03978,0.12483
2018-04-12_cell_08,Mid Life,320,0.9411,0.01705,0.02283,351.47,8.0249,-0.12461,-0.29149,0.03988,0.12461
2018-04-12_cell_08,Mid Life,325,0.9399,0.01707,0.02291,350.83,8.039,-0.12439,-0.29134,0.03999,0.12439
2018-04-12_cell_08,Mid Life,330,0.9387,0.01709,0.02299,350.29,8.0517,-0.1242,-0.2912,0.04008,0.1242
2018-04-12_cell_08,Mid Life,335,0.9375,0.01711,0.02306,349.77,8.0642,-0.124,-0.29107,0.04017,0.124
2018-04-12_cell_08,Mid Life,340,0.9363,0.01714,0.02314,349.13,8.0782,-0.12379,-0.29093,0.04028,0.12379
2018-04-12_cell_08,Mid Life,345,0.9351,0.01715,0.02319,348.77,8.0886,-0.12363,-0.29082,0.04034,0.12363
2018-04-12_cell_08,Mid Life,350,0.9339,0.01718,0.02329,347.94,8.1047,-0.12339,-0.29066,0.04047,0.12339
2018-04-12_cell_08,Mid Life,355,0.9326,0.0172,0.02335,347.54,8.1156,-0.12322,-0.29055,0.04055,0.12322
2018-04-12_cell_08,Mid Life,360,0.9314,0.01722,0.02344,346.87,8.1296,-0.12301,-0.29042,0.04066,0.12301
2018-04-12_cell_08,Mid Life,365,0.9302,0.01724,0.02351,346.33,8.142,-0.12282,-0.2903,0.04075,0.12282
2018-04-12_cell_08,Mid Life,370,0.9289,0.01726,0.02359,345.75,8.1548,-0.12263,-0.29018,0.04085,0.12263
2018-04-12_cell_08,Mid Life,375,0.9277,0.01729,0.02368,344.99,8.1696,-0.12241,-0.29004,0.04097,0.12241
2018-04-12_cell_08,Mid Life,380,0.9264,0.01731,0.02375,344.51,8.1812,-0.12223,-0.28994,0.04106,0.12223
2018-04-12_cell_08,Mid Life,385,0.9252,0.01733,0.02383,343.86,8.1946,-0.12203,-0.28982,0.04116,0.12203
2018-04-12_cell_08,Mid Life,390,0.9239,0.01735,0.02391,343.28,8.2071,-0.12185,-0.28971,0.04126,0.12185
2018-04-12_cell_08,Mid Life,395,0.9226,0.01738,0.02399,342.64,8.2202,-0.12165,-0.28959,0.04137,0.12165
2018-04-12_cell_08,Mid Life,400,0.9213,0.0174,0.02407,342.07,8.2326,-0.12147,-0.28949,0.04147,0.12147
2018-04-12_cell_08,Mid Life,405,0.9201,0.01742,0.02414,341.56,8.2441,-0.1213,-0.28939,0.04155,0.1213
2018-04-12_cell_08,Mid Life,410,0.9188,0.01745,0.02423,340.78,8.2585,-0.12109,-0.28928,0.04168,0.12109
2018-04-12_cell_08,Mid Life,415,0.9175,0.01747,0.0243,340.28,8.2698,-0.12092,-0.28918,0.04177,0.12092
2018-04-12_cell_08,Mid Life,420,0.9162,0.01748,0.02437,339.75,8.2815,-0.12075,-0.28909,0.04186,0.12075
2018-04-12_cell_08,Mid Life,425,0.9149,0.01751,0.02446,339.05,8.2948,-0.12056,-0.28899,0.04198,0.12056
2018-04-12_cell_08,Mid Life,430,0.9136,0.01754,0.02456,338.27,8.3086,-0.12036,-0.28889,0.0421,0.12036
2018-04-12_cell_08,Mid Life,435,0.9123,0.01756,0.02464,337.7,8.3204,-0.12019,-0.2888,0.0422,0.12019
2018-04-12_cell_08,Mid Life,440,0.911,0.01758,0.02471,337.18,8.3317,-0.12002,-0.28872,0.04229,0.12002
2018-04-12_cell_08,Mid Life,445,0.9096,0.0176,0.02479,336.56,8.3439,-0.11985,-0.28863,0.0424,0.11985
2018-04-12_cell_08,Mid Life,450,0.9083,0.01763,0.02487,335.93,8.356,-0.11967,-0.28855,0.0425,0.11967
2018-04-12_cell_08,Mid Life,455,0.907,0.01766,0.02498,335.09,8.37,-0.11947,-0.28847,0.04264,0.11947
2018-04-12_cell_08,Mid Life,460,0.9057,0.01768,0.02505,334.61,8.3806,-0.11932,-0.28839,0.04272,0.11932
2018-04-12_cell_08,Mid Life,465,0.9043,0.0177,0.02513,333.97,8.3926,-0.11915,-0.28832,0.04283,0.11915
2018-04-12_cell_08,Mid Life,470,0.903,0.01773,0.02522,333.28,8.4049,-0.11898,-0.28825,0.04295,0.11898
2018-04-12_cell_08,Mid Life,475,0.9017,0.01775,0.0253,332.71,8.4161,-0.11882,-0.28818,0.04304,0.11882
2018-04-12_cell_08,Mid Life,480,0.9003,0.01777,0.02537,332.12,8.4274,-0.11866,-0.28811,0.04314,0.11866
2018-04-12_cell_08,Mid Life,485,0.899,0.01779,0.02546,331.47,8.4391,-0.1185,-0.28805,0.04325,0.1185
2018-04-12_cell_08,Mid Life,490,0.8976,0.01782,0.02555,330.82,8.4508,-0.11833,-0.28799,0.04336,0.11833
2018-04-12_cell_08,Mid Life,495,0.8962,0.01784,0.02563,330.17,8.4623,-0.11817,-0.28793,0.04347,0.11817
2018-04-12_cell_08,Mid Life,500,0.8949,0.01787,0.02572,329.45,8.4743,-0.118,-0.28788,0.04359,0.118
2018-04-12_cell_08,Mid Life,505,0.8935,0.01789,0.0258,328.86,8.4851,-0.11785,-0.28783,0.04369,0.11785
2018-04-12_cell_08,Mid Life,510,0.8921,0.01792,0.02589,328.14,8.4969,-0.11769,-0.28778,0.04381,0.11769
2018-04-12_cell_08,Mid Life,515,0.8908,0.01794,0.02597,327.57,8.5075,-0.11754,-0.28773,0.04391,0.11754
2018-04-12_cell_08,Mid Life,520,0.8894,0.01796,0.02606,326.9,8.5187,-0.11739,-0.28769,0.04402,0.11739
2018-04-12_cell_08,Mid Life,525,0.888,0.01798,0.02612,326.47,8.5283,-0.11726,-0.28764,0.0441,0.11726
2018-04-12_cell_08,Mid Life,530,0.8866,0.01802,0.02624,325.5,8.5413,-0.11708,-0.28761,0.04426,0.11708
2018-04-12_cell_08,Mid Life,535,0.8852,0.01804,0.02632,324.9,8.5518,-0.11693,-0.28758,0.04436,0.11693
2018-04-12_cell_08,Mid Life,540,0.8838,0.01806,0.02642,324.16,8.563,-0.11678,-0.28755,0.04448,0.11678
2018-04-12_cell_08,Mid Life,545,0.8824,0.01807,0.02646,323.93,8.571,-0.11667,-0.2875,0.04453,0.11667
2018-04-12_cell_08,Mid Life,550,0.881,0.01812,0.0266,322.71,8.585,-0.11648,-0.2875,0.04472,0.11648
2018-04-12_cell_08,Mid Life,555,0.8796,0.01813,0.02667,322.29,8.594,-0.11636,-0.28747,0.0448,0.11636
2018-04-12_cell_08,Mid Life,560,0.8782,0.01816,0.02677,321.48,8.6053,-0.11621,-0.28745,0.04493,0.11621
2018-04-12_cell_08,Mid Life,565,0.8768,0.01818,0.02683,321.06,8.6142,-0.11609,-0.28742,0.04501,0.11609
2018-04-12_cell_08,Mid Life,570,0.8753,0.01821,0.02694,320.19,8.6255,-0.11593,-0.28742,0.04515,0.11593
2018-04-12_cell_08,Mid Life,575,0.8739,0.01823,0.02701,319.71,8.6346,-0.11581,-0.2874,0.04524,0.11581
2018-04-12_cell_08,Mid Life,580,0.8725,0.01826,0.0271,318.98,8.645,-0.11567,-0.28739,0.04536,0.11567
2018-04-12_cell_08,Mid Life,585,0.8711,0.01829,0.02722,318.0,8.6565,-0.11552,-0.28741,0.04552,0.11552
2018-04-12_cell_08,Mid Life,590,0.8696,0.01831,0.02729,317.57,8.6651,-0.11541,-0.28739,0.04559,0.11541
2018-04-12_cell_08,Mid Life,595,0.8682,0.01834,0.02738,316.84,8.6751,-0.11527,-0.2874,0.04572,0.11527
2018-04-12_cell_08,Mid Life,600,0.8667,0.01837,0.02748,316.07,8.6852,-0.11514,-0.28741,0.04584,0.11514
2018-04-12_cell_08,Mid Life,605,0.8653,0.01839,0.02756,315.44,8.6945,-0.11501,-0.28741,0.04595,0.11501
2018-04-12_cell_08,Mid Life,610,0.8639,0.01841,0.02765,314.79,8.7038,-0.11489,-0.28742,0.04606,0.11489
2018-04-12_cell_08,Mid Life,615,0.8624,0.01844,0.02774,314.08,8.7133,-0.11477,-0.28744,0.04618,0.11477
2018-04-12_cell_08,Mid Life,620,0.8609,0.01848,0.02786,313.12,8.7236,-0.11463,-0.28749,0.04634,0.11463
2018-04-12_cell_08,Mid Life,625,0.8595,0.01849,0.02792,312.75,8.7315,-0.11453,-0.28747,0.04641,0.11453
2018-04-12_cell_08,Mid Life,630,0.858,0.01852,0.02801,312.02,8.7407,-0.11441,-0.2875,0.04653,0.11441
2018-04-12_cell_08,Mid Life,635,0.8566,0.01855,0.02812,311.21,8.7501,-0.11428,-0.28754,0.04666,0.11428
2018-04-12_cell_08,Mid Life,640,0.8551,0.01857,0.02821,310.5,8.7589,-0.11417,-0.28758,0.04678,0.11417
2018-04-12_cell_08,Mid Life,645,0.8536,0.0186,0.0283,309.79,8.7677,-0.11406,-0.28761,0.0469,0.11406
2018-04-12_cell_08,Mid Life,650,0.8521,0.01862,0.02839,309.17,8.7761,-0.11395,-0.28764,0.04701,0.11395
2018-04-12_cell_08,Mid Life,655,0.8507,0.01864,0.02845,308.71,8.7839,-0.11384,-0.28765,0.04709,0.11384
2018-04-12_cell_08,End of Life,660,0.8492,0.01868,0.02859,307.62,8.7934,-0.11372,-0.28775,0.04727,0.11372
2018-04-12_cell_08,End of Life,665,0.8477,0.01869,0.02864,307.31,8.8007,-0.11363,-0.28774,0.04733,0.11363
2018-04-12_cell_08,End of Life,670,0.8462,0.01872,0.02875,306.39,8.8094,-0.11352,-0.28782,0.04748,0.11352
2018-04-12_cell_08,End of Life,675,0.8447,0.01874,0.02883,305.84,8.8171,-0.11342,-0.28785,0.04757,0.11342
